상권_코드,상권_코드_명,상권_구분_코드_명,floating_population,resident_population,households,worker_population,apartment_complexes,apartment_avg_value,store_auto_beauty,store_auto_repair,store_gas_station,store_convenience,sales_auto_beauty,sales_auto_repair,sales_convenience,population_quarter,commercial_quarter
3120163,사당역 11번(사당역먹자골목),발달상권,1330272,3105.0,1451.0,980.0,63.0,459270025.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3120162,방배동카페골목,발달상권,662678,2367.0,1151.0,7381.0,29.0,334585215.0,0.0,1.0,0.0,1.0,0.0,0.0,493033263.0,2026Q2,2025Q4
3120161,방배동가구거리(사당동가구거리),발달상권,351013,1251.0,542.0,6540.0,37.0,314968329.0,1.0,2.0,5.0,0.0,0.0,207419192.0,0.0,2026Q2,2025Q4
3120160,사당역(사당),발달상권,2016826,3962.0,2492.0,12897.0,61.0,372982501.0,1.0,5.0,6.0,6.0,0.0,880910675.0,3164103455.0,2026Q2,2025Q4
3120159,서울대입구역,발달상권,3608372,9896.0,8636.0,6550.0,23.0,203650382.0,1.0,4.0,0.0,6.0,0.0,119253044.0,5654889291.0,2026Q2,2025Q4
3120158,녹두거리(대학동),발달상권,776939,2161.0,1808.0,395.0,2.0,177522727.0,0.0,0.0,0.0,1.0,0.0,0.0,1091193824.0,2026Q2,2025Q4
3120157,신림역(신림),발달상권,4607653,9319.0,7649.0,1622.0,63.0,183851522.0,1.0,0.0,0.0,4.0,0.0,0.0,5229873906.0,2026Q2,2025Q4
3120156,"총신대입구역(이수, 총신대)",발달상권,3353166,4309.0,2476.0,7436.0,33.0,342798443.0,2.0,3.0,7.0,4.0,0.0,153805873.0,1668138147.0,2026Q2,2025Q4
3120155,총신대학교,발달상권,194455,1961.0,978.0,323.0,27.0,189413661.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3120154,장승배기역,발달상권,591717,725.0,510.0,551.0,15.0,183825000.0,0.0,2.0,0.0,1.0,0.0,0.0,530538493.0,2026Q2,2025Q4
3120153,노량진역(노량진),발달상권,1783126,3207.0,2897.0,5349.0,10.0,216935076.0,1.0,1.0,0.0,2.0,0.0,0.0,5889184228.0,2026Q2,2025Q4
3120152,신대방삼거리역,발달상권,829449,2779.0,1785.0,3098.0,56.0,197735298.0,1.0,2.0,1.0,0.0,0.0,191498676.0,1751026056.0,2026Q2,2025Q4
3120151,보라매공원,발달상권,993659,5037.0,2262.0,10160.0,24.0,381852913.0,1.0,1.0,0.0,1.0,0.0,0.0,2216638516.0,2026Q2,2025Q4
3120150,63빌딩,발달상권,49467,622.0,243.0,8821.0,1.0,964000000.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3120149,여의도역(여의도),발달상권,1683649,2843.0,1120.0,166492.0,2.0,1119568182.0,2.0,3.0,0.0,10.0,0.0,172545993.0,10243342912.0,2026Q2,2025Q4
3120148,국회의사당역(국회의사당),발달상권,411813,2450.0,1732.0,75584.0,,,2.0,2.0,4.0,9.0,0.0,0.0,3084437665.0,2026Q2,2025Q4
3120147,보라매역,발달상권,1071184,1146.0,727.0,2307.0,20.0,221537235.0,0.0,4.0,4.0,1.0,0.0,86437730.0,560344689.0,2026Q2,2025Q4
3120146,한강성심병원,발달상권,465706,3067.0,2651.0,3893.0,12.0,147917887.0,1.0,7.0,0.0,0.0,0.0,0.0,45000000.0,2026Q2,2025Q4
3120145,영등포역(영등포),발달상권,4182529,5935.0,5306.0,4867.0,15.0,137141244.0,2.0,4.0,0.0,6.0,0.0,43051846.0,5142546092.0,2026Q2,2025Q4
3120144,영중로,발달상권,2130057,1731.0,1482.0,2392.0,2.0,189636364.0,3.0,18.0,0.0,3.0,81232598.0,2673327004.0,276481338.0,2026Q2,2025Q4
3120143,당산역,발달상권,1048463,2810.0,2350.0,4255.0,12.0,156708733.0,0.0,3.0,1.0,5.0,0.0,1077073378.0,1893599338.0,2026Q2,2025Q4
3120142,대림역,발달상권,1974220,1409.0,972.0,2012.0,23.0,128216715.0,1.0,3.0,0.0,3.0,0.0,84232087.0,1147474130.0,2026Q2,2025Q4
3120141,영등포청과시장교차로,발달상권,527414,1363.0,927.0,2597.0,11.0,157051952.0,0.0,4.0,0.0,0.0,0.0,53987421.0,0.0,2026Q2,2025Q4
3120140,문래동주민센터,발달상권,106969,857.0,367.0,25596.0,,,3.0,0.0,0.0,1.0,27719555.0,0.0,216060995.0,2026Q2,2025Q4
3120139,대림3동사거리,발달상권,759193,2161.0,1180.0,2290.0,30.0,160487059.0,2.0,15.0,8.0,6.0,0.0,1410097812.0,2083995784.0,2026Q2,2025Q4
3120138,당산2동(영등포우체국),발달상권,638843,1471.0,911.0,9848.0,6.0,198046515.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3120137,문래역(문래로데오거리),발달상권,30639,,,2644.0,,,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3120136,영등포구청역,발달상권,1859062,2878.0,2022.0,8473.0,4.0,134444318.0,5.0,9.0,0.0,4.0,0.0,143423304.0,2573639901.0,2026Q2,2025Q4
3120135,양평역,발달상권,469032,524.0,350.0,2793.0,2.0,305000000.0,2.0,0.0,0.0,2.0,0.0,0.0,265028824.0,2026Q2,2025Q4
3120134,구로전화국,발달상권,779587,3280.0,2113.0,1630.0,56.0,171480051.0,0.0,7.0,3.0,0.0,0.0,468841785.0,265931108.0,2026Q2,2025Q4
3120133,서울시흥동우체국(홈플러스시흥점),발달상권,136281,908.0,667.0,454.0,9.0,175510649.0,1.0,0.0,1.0,0.0,,,,2026Q2,2025Q4
3120132,독산동,발달상권,1097780,8016.0,5889.0,7998.0,36.0,185461209.0,7.0,30.0,1.0,3.0,141505782.0,4356169716.0,1852167113.0,2026Q2,2025Q4
3120131,가산디지털단지,발달상권,1121452,5533.0,4973.0,104860.0,10.0,138561255.0,7.0,22.0,3.0,21.0,490544246.0,1456300706.0,16821533307.0,2026Q2,2025Q4
3120130,구로디지털단지역,발달상권,1829176,2336.0,2048.0,2310.0,7.0,204523611.0,0.0,4.0,3.0,4.0,0.0,326619748.0,3063691107.0,2026Q2,2025Q4
3120129,구로디지털단지,발달상권,730606,1518.0,1195.0,56132.0,23.0,105341886.0,1.0,3.0,0.0,7.0,0.0,245660315.0,3905223615.0,2026Q2,2025Q4
3120128,신도림역,발달상권,506835,3203.0,1677.0,8504.0,1.0,968583333.0,3.0,1.0,1.0,9.0,0.0,0.0,813406850.0,2026Q2,2025Q4
3120127,구로구청,발달상권,600400,5483.0,4162.0,4193.0,13.0,214796737.0,1.0,3.0,3.0,1.0,0.0,132441138.0,1207298243.0,2026Q2,2025Q4
3120126,디지털단지오거리,발달상권,255573,607.0,470.0,71.0,11.0,210960417.0,0.0,1.0,0.0,0.0,0.0,131986975.0,0.0,2026Q2,2025Q4
3120125,구로역,발달상권,664272,1837.0,985.0,12431.0,4.0,249302273.0,2.0,13.0,3.0,5.0,0.0,2128808893.0,895147073.0,2026Q2,2025Q4
3120124,개봉동 현대아파트,발달상권,1062922,3356.0,1655.0,3301.0,75.0,148500582.0,1.0,1.0,3.0,0.0,,,,2026Q2,2025Q4
3120123,오류동역,발달상권,666275,5888.0,4613.0,2184.0,15.0,139782635.0,1.0,1.0,0.0,6.0,0.0,0.0,3645391310.0,2026Q2,2025Q4
3120122,강서구청,발달상권,2164195,7720.0,5857.0,5982.0,61.0,141117432.0,0.0,1.0,0.0,4.0,0.0,0.0,3912092036.0,2026Q2,2025Q4
3120121,까치산역,발달상권,6327752,3519.0,2304.0,846.0,65.0,151400321.0,2.0,3.0,1.0,2.0,0.0,13430296.0,1376437457.0,2026Q2,2025Q4
3120120,화곡역,발달상권,1730451,3059.0,2049.0,2475.0,49.0,143923980.0,1.0,1.0,1.0,3.0,0.0,0.0,2718873825.0,2026Q2,2025Q4
3120119,발산역(마곡),발달상권,854541,2904.0,2684.0,7795.0,1.0,230545455.0,5.0,2.0,0.0,7.0,0.0,63697575.0,3616544499.0,2026Q2,2025Q4
3120118,마곡역(마곡),발달상권,142595,1766.0,1644.0,3866.0,,,4.0,0.0,0.0,2.0,0.0,0.0,1433196005.0,2026Q2,2025Q4
3120117,강서농산물도매시장,발달상권,8248,26.0,24.0,754.0,,,,,,,,,,2026Q2,2025Q4
3120116,송정역,발달상권,283244,963.0,717.0,791.0,11.0,127879805.0,0.0,0.0,0.0,2.0,,,,2026Q2,2025Q4
3120115,김포공항역(김포공항),발달상권,9051,,,900.0,,,1.0,1.0,0.0,3.0,0.0,0.0,1486133012.0,2026Q2,2025Q4
3120114,목동신시가지,발달상권,1158423,10490.0,3792.0,27985.0,8.0,1219082386.0,2.0,2.0,1.0,3.0,0.0,0.0,2917885571.0,2026Q2,2025Q4
3120113,오목교역,발달상권,1711815,3163.0,1184.0,5101.0,30.0,333948104.0,0.0,1.0,0.0,1.0,0.0,0.0,1018091901.0,2026Q2,2025Q4
3120112,등촌역,발달상권,1454918,5248.0,3625.0,3539.0,69.0,161546740.0,0.0,4.0,1.0,4.0,0.0,356892.0,996666556.0,2026Q2,2025Q4
3120111,목동사거리,발달상권,641897,2402.0,1402.0,1559.0,43.0,146264039.0,1.0,7.0,0.0,1.0,0.0,355146450.0,389268837.0,2026Q2,2025Q4
3120110,목동역 8번출구,발달상권,1146742,2022.0,1145.0,2332.0,35.0,167655065.0,0.0,1.0,1.0,3.0,0.0,0.0,2026143553.0,2026Q2,2025Q4
3120109,서울남부지방법원,발달상권,642911,2101.0,1133.0,9625.0,35.0,148446301.0,2.0,3.0,0.0,2.0,0.0,382011894.0,143627462.0,2026Q2,2025Q4
3120108,신정네거리역,발달상권,900757,3360.0,2156.0,4014.0,56.0,143956005.0,0.0,7.0,1.0,2.0,0.0,546295079.0,1129200462.0,2026Q2,2025Q4
3120107,공덕역(공덕오거리),발달상권,1237934,2575.0,1402.0,16135.0,6.0,975453869.0,2.0,3.0,1.0,6.0,0.0,0.0,570203884.0,2026Q2,2025Q4
3120106,마포역,발달상권,806515,3745.0,2148.0,14017.0,2.0,223404040.0,0.0,0.0,0.0,1.0,0.0,0.0,968738136.0,2026Q2,2025Q4
3120105,상수역(홍대),발달상권,1029406,1245.0,924.0,1416.0,32.0,162208728.0,2.0,0.0,1.0,1.0,0.0,0.0,947897990.0,2026Q2,2025Q4
3120104,연남동(홍대),발달상권,5025951,6602.0,4208.0,6380.0,186.0,193604845.0,4.0,5.0,0.0,5.0,8899829.0,196829737.0,4505744983.0,2026Q2,2025Q4
3120103,홍대입구역(홍대),발달상권,4134072,4546.0,3221.0,7185.0,67.0,203794811.0,1.0,2.0,0.0,15.0,0.0,0.0,9048809212.0,2026Q2,2025Q4
3120102,서교동(홍대),발달상권,2717028,3100.0,1859.0,4770.0,75.0,237739706.0,0.0,2.0,0.0,7.0,0.0,0.0,1532486317.0,2026Q2,2025Q4
3120101,합정역,발달상권,1468037,5348.0,2805.0,4035.0,69.0,309720380.0,1.0,1.0,2.0,9.0,0.0,0.0,3479681749.0,2026Q2,2025Q4
3120100,망원역,발달상권,488961,1007.0,618.0,1960.0,29.0,203697631.0,1.0,0.0,0.0,3.0,0.0,0.0,1361446283.0,2026Q2,2025Q4
3120099,월드컵경기장역(월드컵경기장),발달상권,8613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,231000000.0,2026Q2,2025Q4
3120098,DMC(디지털미디어시티),발달상권,467906,1177.0,943.0,15261.0,,,2.0,0.0,0.0,6.0,0.0,0.0,4449843558.0,2026Q2,2025Q4
3120097,충정로역,발달상권,568609,885.0,757.0,3793.0,5.0,200778242.0,0.0,0.0,0.0,2.0,0.0,0.0,301992344.0,2026Q2,2025Q4
3120096,"이화여대(이대역, 이대)",발달상권,1511116,2980.0,2494.0,552.0,3.0,224182576.0,0.0,0.0,0.0,3.0,0.0,0.0,1646734486.0,2026Q2,2025Q4
3120095,홍제역,발달상권,1245791,1120.0,713.0,988.0,7.0,182458707.0,0.0,1.0,1.0,1.0,,,,2026Q2,2025Q4
3120094,"신촌역(신촌역, 신촌로터리)",발달상권,6379417,4027.0,3369.0,2782.0,17.0,142871018.0,2.0,1.0,0.0,10.0,0.0,0.0,7684890872.0,2026Q2,2025Q4
3120093,연희동,발달상권,730405,1065.0,703.0,2613.0,14.0,160427613.0,0.0,2.0,1.0,2.0,0.0,0.0,476086221.0,2026Q2,2025Q4
3120092,불광역,발달상권,602629,1422.0,996.0,361.0,23.0,158189710.0,0.0,1.0,0.0,1.0,0.0,0.0,516780907.0,2026Q2,2025Q4
3120091,본서부병원,발달상권,814705,3473.0,2085.0,1212.0,62.0,161850357.0,0.0,1.0,0.0,3.0,0.0,0.0,2339510216.0,2026Q2,2025Q4
3120090,연신내역,발달상권,2072583,3094.0,2375.0,1147.0,40.0,157906507.0,0.0,0.0,0.0,2.0,0.0,0.0,2782445021.0,2026Q2,2025Q4
3120089,구파발역,발달상권,275910,3151.0,1661.0,1107.0,8.0,491601010.0,2.0,0.0,0.0,0.0,0.0,0.0,135000000.0,2026Q2,2025Q4
3120088,구산역,발달상권,577128,1581.0,774.0,1239.0,20.0,176832924.0,0.0,0.0,1.0,1.0,0.0,0.0,401818233.0,2026Q2,2025Q4
3120087,응암역,발달상권,655297,2218.0,1412.0,457.0,41.0,151094241.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3120086,태릉입구역,발달상권,364233,1895.0,1235.0,1207.0,9.0,218643827.0,0.0,0.0,0.0,1.0,0.0,0.0,936795761.0,2026Q2,2025Q4
3120085,은행사거리,발달상권,473054,193.0,91.0,1811.0,,,0.0,3.0,3.0,3.0,0.0,149730053.0,1107005671.0,2026Q2,2025Q4
3120084,공릉역,발달상권,514628,1337.0,898.0,1133.0,20.0,156321020.0,0.0,0.0,1.0,1.0,0.0,0.0,438859382.0,2026Q2,2025Q4
3120083,등나무근린공원,발달상권,211825,1473.0,613.0,1099.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1704714090.0,2026Q2,2025Q4
3120082,상계백병원,발달상권,170359,78.0,55.0,578.0,1.0,262500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1218919881.0,2026Q2,2025Q4
3120081,노원역,발달상권,4903321,1223.0,1042.0,5934.0,2.0,184404167.0,1.0,6.0,3.0,8.0,0.0,9831933.0,3600778802.0,2026Q2,2025Q4
3120080,마들역,발달상권,114655,4.0,4.0,1635.0,,,0.0,0.0,0.0,0.0,0.0,0.0,777940525.0,2026Q2,2025Q4
3120079,창동역,발달상권,422390,549.0,501.0,3247.0,,,0.0,1.0,1.0,2.0,0.0,0.0,1493009326.0,2026Q2,2025Q4
3120078,미아사거리역,발달상권,826746,435.0,299.0,576.0,3.0,137393651.0,1.0,1.0,0.0,2.0,0.0,0.0,2640656669.0,2026Q2,2025Q4
3120077,미아역,발달상권,1525364,1636.0,1047.0,354.0,12.0,129390912.0,0.0,1.0,1.0,1.0,,,,2026Q2,2025Q4
3120076,수유역,발달상권,4274948,5959.0,4491.0,3443.0,38.0,135843196.0,0.0,6.0,2.0,9.0,0.0,178313385.0,7474987968.0,2026Q2,2025Q4
3120075,월곡역,발달상권,411799,2211.0,1320.0,1144.0,10.0,184250062.0,0.0,0.0,1.0,3.0,0.0,0.0,630330225.0,2026Q2,2025Q4
3120074,안암역,발달상권,1040769,497.0,393.0,182.0,1.0,91244444.0,0.0,0.0,0.0,1.0,0.0,0.0,248551931.0,2026Q2,2025Q4
3120073,미아사거리,발달상권,355656,713.0,479.0,231.0,5.0,241695606.0,1.0,1.0,4.0,0.0,0.0,0.0,1004480564.0,2026Q2,2025Q4
3120072,성신여대,발달상권,2618755,3207.0,2507.0,1439.0,16.0,125160108.0,0.0,3.0,0.0,4.0,0.0,128543000.0,814703473.0,2026Q2,2025Q4
3120071,성북구청,발달상권,516636,1069.0,781.0,2185.0,3.0,131995000.0,0.0,2.0,0.0,1.0,0.0,0.0,278748396.0,2026Q2,2025Q4
3120070,한성대입구역,발달상권,739969,1053.0,730.0,3799.0,5.0,137336566.0,1.0,0.0,3.0,1.0,0.0,0.0,1204811576.0,2026Q2,2025Q4
3120069,상봉역,발달상권,1537027,6542.0,3691.0,2554.0,46.0,216574804.0,1.0,0.0,0.0,12.0,0.0,0.0,2293784401.0,2026Q2,2025Q4
3120068,사가정역,발달상권,284773,534.0,399.0,299.0,3.0,154363636.0,0.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
3120067,장안동사거리,발달상권,1675377,6633.0,3760.0,3227.0,40.0,235297591.0,0.0,6.0,1.0,8.0,0.0,187869814.0,1987673806.0,2026Q2,2025Q4
3120066,장한평역(장한평),발달상권,1481684,5543.0,4036.0,7238.0,43.0,206278730.0,17.0,127.0,5.0,11.0,119643359.0,6010066314.0,4338546506.0,2026Q2,2025Q4
3120065,회기역,발달상권,1283845,2245.0,1683.0,814.0,5.0,242213333.0,0.0,0.0,2.0,6.0,0.0,0.0,1596003955.0,2026Q2,2025Q4
3120064,경희대학교(경희대),발달상권,1063917,682.0,503.0,33.0,2.0,96750000.0,0.0,0.0,0.0,2.0,0.0,0.0,429020305.0,2026Q2,2025Q4
3120063,청량리역(청량리),발달상권,1096199,2274.0,1824.0,1560.0,6.0,230697980.0,1.0,2.0,1.0,6.0,0.0,0.0,2798231742.0,2026Q2,2025Q4
3120062,신설동역,발달상권,1785364,3738.0,3199.0,6339.0,13.0,131890987.0,0.0,2.0,0.0,4.0,0.0,0.0,2341301426.0,2026Q2,2025Q4
3120061,올림픽대교북단,발달상권,407591,238.0,156.0,1505.0,1.0,163750000.0,0.0,1.0,0.0,1.0,,,,2026Q2,2025Q4
3120060,강변역(테크노마트),발달상권,307564,5.0,5.0,4425.0,,,1.0,1.0,0.0,2.0,0.0,0.0,2145765459.0,2026Q2,2025Q4
3120059,구삼강변맛길,발달상권,1019095,4133.0,1850.0,3984.0,38.0,298936735.0,3.0,1.0,0.0,4.0,0.0,0.0,557079948.0,2026Q2,2025Q4
3120058,구의사거리,발달상권,686736,1746.0,915.0,1201.0,31.0,200312943.0,0.0,5.0,2.0,1.0,0.0,542245233.0,493935036.0,2026Q2,2025Q4
3120057,아차산역,발달상권,1193155,3333.0,1819.0,2527.0,57.0,197996950.0,0.0,4.0,1.0,2.0,0.0,405694650.0,632796882.0,2026Q2,2025Q4
3120056,구의역,발달상권,1376479,4317.0,3240.0,7498.0,50.0,174206791.0,2.0,2.0,1.0,3.0,0.0,211146418.0,1569220176.0,2026Q2,2025Q4
3120055,군자역,발달상권,2315180,6506.0,4514.0,3475.0,72.0,169471979.0,2.0,5.0,3.0,4.0,0.0,210934685.0,2308869146.0,2026Q2,2025Q4
3120054,어린이대공원역,발달상권,1938364,4920.0,3564.0,362.0,26.0,295230220.0,0.0,0.0,0.0,2.0,0.0,0.0,1360534702.0,2026Q2,2025Q4
3120053,건대입구역(건대),발달상권,2719129,4002.0,2909.0,1689.0,24.0,176791563.0,3.0,0.0,0.0,8.0,0.0,0.0,4417292332.0,2026Q2,2025Q4
3120052,성수역,발달상권,1455782,936.0,652.0,11354.0,9.0,276958571.0,4.0,14.0,1.0,4.0,57783819.0,1415948169.0,5948550581.0,2026Q2,2025Q4
3120051,뚝섬역,발달상권,2357818,1806.0,1010.0,6598.0,13.0,312241434.0,4.0,6.0,0.0,3.0,52892177.0,353462567.0,1175266090.0,2026Q2,2025Q4
3120050,서울숲역,발달상권,252553,664.0,401.0,1428.0,7.0,359870594.0,1.0,2.0,0.0,0.0,,,,2026Q2,2025Q4
3120049,왕십리역(왕십리),발달상권,3462010,2411.0,1831.0,1450.0,26.0,196931929.0,2.0,0.0,0.0,7.0,0.0,0.0,1679155705.0,2026Q2,2025Q4
3120048,금호역,발달상권,829631,1306.0,736.0,376.0,20.0,174813290.0,0.0,0.0,0.0,2.0,0.0,0.0,473131397.0,2026Q2,2025Q4
3120047,한남오거리,발달상권,552385,1648.0,1012.0,13257.0,5.0,535916450.0,1.0,4.0,1.0,2.0,0.0,0.0,886915708.0,2026Q2,2025Q4
3120046,이태원(이태원역),발달상권,1494220,2490.0,1622.0,22140.0,34.0,520429670.0,0.0,1.0,0.0,4.0,0.0,0.0,5952195850.0,2026Q2,2025Q4
3120045,남영동 먹자골목,발달상권,189498,604.0,467.0,3277.0,1.0,511500000.0,0.0,1.0,0.0,0.0,0.0,0.0,544288919.0,2026Q2,2025Q4
3120044,삼각지역,발달상권,805905,2351.0,1510.0,3985.0,14.0,419570346.0,0.0,2.0,0.0,0.0,0.0,34909883.0,179643550.0,2026Q2,2025Q4
3120043,서울역,발달상권,1053202,581.0,554.0,27333.0,,,1.0,1.0,2.0,19.0,0.0,0.0,5625017709.0,2026Q2,2025Q4
3120042,"숙대입구역(남영역, 남영동)",발달상권,437683,286.0,241.0,5031.0,3.0,338688889.0,0.0,0.0,0.0,2.0,0.0,0.0,530760781.0,2026Q2,2025Q4
3120041,신용산역(용산역),발달상권,2104819,7385.0,4063.0,36527.0,13.0,899357157.0,1.0,2.0,0.0,10.0,0.0,0.0,1314698261.0,2026Q2,2025Q4
3120040,용산전자상가(용산역),발달상권,1006418,1505.0,966.0,15346.0,12.0,295525913.0,3.0,7.0,4.0,6.0,0.0,527671030.0,2037109332.0,2026Q2,2025Q4
3120039,신당역,발달상권,2027189,3531.0,2326.0,2321.0,8.0,323919613.0,0.0,5.0,4.0,2.0,0.0,820894293.0,2866721091.0,2026Q2,2025Q4
3120038,약수역,발달상권,936996,1826.0,1039.0,8665.0,37.0,209898101.0,3.0,2.0,1.0,1.0,45415796.0,1093110211.0,1650598924.0,2026Q2,2025Q4
3120037,동대문역사문화공원역,발달상권,3592218,1663.0,1099.0,23881.0,11.0,200716345.0,1.0,5.0,0.0,1.0,0.0,114000000.0,6218690390.0,2026Q2,2025Q4
3120036,장충동족발거리(남소영길),발달상권,268487,301.0,225.0,1466.0,2.0,135038636.0,0.0,0.0,0.0,0.0,,,,2026Q2,2025Q4
3120035,퇴계로5가,발달상권,610813,403.0,328.0,1983.0,3.0,202150000.0,0.0,2.0,0.0,1.0,0.0,0.0,1240885159.0,2026Q2,2025Q4
3120034,중구청(퇴계로4가),발달상권,783018,1958.0,1333.0,5288.0,1.0,218363636.0,0.0,0.0,1.0,2.0,0.0,0.0,259924325.0,2026Q2,2025Q4
3120033,을지로4가역,발달상권,649786,60.0,46.0,3944.0,,,0.0,0.0,0.0,2.0,0.0,0.0,933667940.0,2026Q2,2025Q4
3120032,충무로역,발달상권,1904015,2345.0,1514.0,12883.0,4.0,256614545.0,2.0,1.0,7.0,2.0,0.0,0.0,2614154212.0,2026Q2,2025Q4
3120031,을지로3가역,발달상권,2201238,1832.0,1252.0,13468.0,,,0.0,1.0,0.0,7.0,0.0,0.0,4421057470.0,2026Q2,2025Q4
3120030,중부경찰서(영화인의거리),발달상권,1567218,432.0,332.0,8058.0,,,0.0,0.0,0.0,1.0,0.0,0.0,545454360.0,2026Q2,2025Q4
3120029,을지로2가,발달상권,224790,13.0,10.0,13574.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1092051005.0,2026Q2,2025Q4
3120028,명동(명동거리),발달상권,2039429,112.0,88.0,37526.0,,,0.0,0.0,0.0,12.0,0.0,0.0,6126554747.0,2026Q2,2025Q4
3120027,명동역(명동재미로),발달상권,723317,997.0,542.0,10825.0,4.0,475554924.0,0.0,0.0,0.0,1.0,0.0,0.0,1194216877.0,2026Q2,2025Q4
3120026,을지로입구역,발달상권,820819,70.0,56.0,43168.0,,,0.0,0.0,0.0,4.0,0.0,0.0,2587099696.0,2026Q2,2025Q4
3120025,롯데백화점(시청광장 지하쇼핑센터),발달상권,108254,,,24494.0,,,0.0,0.0,0.0,2.0,0.0,0.0,54000000.0,2026Q2,2025Q4
3120024,회현역,발달상권,652334,1260.0,819.0,2868.0,9.0,240023196.0,0.0,0.0,0.0,1.0,0.0,0.0,1778061948.0,2026Q2,2025Q4
3120023,서울시청,발달상권,504304,12.0,10.0,15371.0,,,1.0,0.0,0.0,5.0,0.0,0.0,4756643778.0,2026Q2,2025Q4
3120022,북창동(시청역_6번),발달상권,1026173,193.0,178.0,21464.0,,,0.0,0.0,0.0,1.0,0.0,0.0,2377822594.0,2026Q2,2025Q4
3120021,시청역_8번,발달상권,406497,14.0,10.0,20839.0,,,2.0,0.0,0.0,0.0,0.0,0.0,783216912.0,2026Q2,2025Q4
3120020,시청역_1번,발달상권,56821,7.0,5.0,5078.0,,,0.0,0.0,1.0,1.0,0.0,0.0,564342516.0,2026Q2,2025Q4
3120019,경찰청앞교차로,발달상권,355141,551.0,342.0,8770.0,,,0.0,1.0,0.0,1.0,0.0,0.0,992286808.0,2026Q2,2025Q4
3120018,중림동,발달상권,437439,2020.0,1551.0,4265.0,4.0,169710227.0,0.0,1.0,0.0,2.0,0.0,0.0,756030744.0,2026Q2,2025Q4
3120017,동묘앞역(동묘),발달상권,715989,1185.0,923.0,705.0,4.0,164116288.0,0.0,0.0,0.0,0.0,0.0,0.0,1349827411.0,2026Q2,2025Q4
3120016,동대문역,발달상권,821415,482.0,371.0,487.0,1.0,80800000.0,0.0,0.0,0.0,0.0,0.0,0.0,811239477.0,2026Q2,2025Q4
3120015,종로6가,발달상권,411446,143.0,101.0,1620.0,,,0.0,0.0,0.0,3.0,0.0,0.0,514583437.0,2026Q2,2025Q4
3120014,종로5가역,발달상권,856686,981.0,849.0,5154.0,1.0,172000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1149066219.0,2026Q2,2025Q4
3120013,이화사거리,발달상권,1685089,862.0,685.0,3008.0,3.0,193466667.0,0.0,1.0,0.0,0.0,0.0,0.0,1034262136.0,2026Q2,2025Q4
3120012,대학로(혜화역),발달상권,3593343,1866.0,1265.0,2991.0,29.0,212289419.0,0.0,0.0,0.0,6.0,0.0,0.0,2141598096.0,2026Q2,2025Q4
3120011,종로4가,발달상권,736718,975.0,438.0,4831.0,,,0.0,0.0,0.0,1.0,0.0,0.0,702535901.0,2026Q2,2025Q4
3120010,원남동사거리,발달상권,915329,798.0,631.0,3838.0,3.0,93878788.0,0.0,1.0,0.0,0.0,0.0,0.0,243442667.0,2026Q2,2025Q4
3120009,종로3가역,발달상권,5792307,3255.0,2756.0,21862.0,5.0,186678485.0,0.0,2.0,0.0,9.0,0.0,0.0,4398144916.0,2026Q2,2025Q4
3120008,인사동,발달상권,1261772,353.0,276.0,10364.0,,,1.0,0.0,2.0,4.0,0.0,0.0,1827645654.0,2026Q2,2025Q4
3120007,북촌(안국역),발달상권,700063,1263.0,658.0,12202.0,9.0,246855732.0,1.0,1.0,1.0,1.0,0.0,0.0,363206093.0,2026Q2,2025Q4
3120006,종각역,발달상권,2780903,430.0,365.0,51748.0,,,0.0,0.0,0.0,11.0,0.0,0.0,3498671633.0,2026Q2,2025Q4
3120005,삼청동,발달상권,333183,1053.0,539.0,3310.0,2.0,582651786.0,0.0,0.0,0.0,1.0,0.0,0.0,378460426.0,2026Q2,2025Q4
3120004,종로구청,발달상권,443822,447.0,259.0,5275.0,2.0,687333333.0,0.0,0.0,0.0,0.0,0.0,0.0,806599323.0,2026Q2,2025Q4
3120003,광화문역,발달상권,1217100,2975.0,1624.0,43594.0,3.0,1014242424.0,1.0,0.0,1.0,2.0,0.0,0.0,3030532579.0,2026Q2,2025Q4
3120002,서촌(경복궁역),발달상권,1262174,1363.0,697.0,3194.0,15.0,322939141.0,3.0,1.0,0.0,1.0,46851217.0,0.0,765964424.0,2026Q2,2025Q4
3120001,서대문역,발달상권,1044415,579.0,423.0,4645.0,5.0,171406667.0,0.0,1.0,0.0,4.0,0.0,0.0,292085813.0,2026Q2,2025Q4
3111090,강일동주민센터,골목상권,69926,902.0,749.0,143.0,,,0.0,0.0,0.0,1.0,,,,2026Q2,2025Q4
